id,order_id,invoice_number,issued_at,due_at,paid_at,total_amount,status
900246,869,INV-00900246,2023-04-27 01:53:50,2023-05-27 01:53:50,2023-05-06 01:53:50,1085.69,paid
900247,1050,INV-00900247,2023-11-03 11:25:58,2023-12-03 11:25:58,2023-11-13 11:25:58,3394.31,paid
900248,1215,INV-00900248,2023-04-26 04:48:54,2023-05-26 04:48:54,2023-04-28 04:48:54,1110.39,paid
900249,1228,INV-00900249,2023-12-03 23:43:13,2024-01-02 23:43:13,2023-12-10 23:43:13,3839.07,paid
900250,1566,INV-00900250,2023-08-23 13:27:42,2023-09-22 13:27:42,2023-08-24 13:27:42,2491.95,paid
900251,882,INV-00900251,2023-10-03 19:17:48,2023-11-02 19:17:48,2023-10-26 19:17:48,1158.25,paid
900252,1145,INV-00900252,2023-01-23 11:06:19,2023-02-22 11:06:19,2023-02-16 11:06:19,221.09,paid
900253,39,INV-00900253,2023-05-10 21:09:55,2023-06-09 21:09:55,,2871.26,overdue
900254,1454,INV-00900254,2023-02-07 08:47:33,2023-03-09 08:47:33,2023-02-20 08:47:33,114.07,paid
900255,666,INV-00900255,2023-10-05 01:29:42,2023-11-04 01:29:42,2023-10-28 01:29:42,4599.65,paid
900256,181,INV-00900256,2023-05-22 20:08:45,2023-06-21 20:08:45,2023-06-10 20:08:45,2008.24,paid
900257,162,INV-00900257,2023-06-12 12:42:12,2023-07-12 12:42:12,2023-06-20 12:42:12,1672.01,paid
900258,345,INV-00900258,2023-11-22 05:24:50,2023-12-22 05:24:50,2023-12-09 05:24:50,2554.66,paid
900259,1856,INV-00900259,2023-07-06 11:13:01,2023-08-05 11:13:01,2023-07-27 11:13:01,4077.03,paid
900260,484,INV-00900260,2023-11-09 18:40:06,2023-12-09 18:40:06,2023-11-15 18:40:06,3015.97,paid
900261,1557,INV-00900261,2023-01-30 21:15:24,2023-03-01 21:15:24,2023-02-24 21:15:24,3143.46,paid
900262,951,INV-00900262,2023-03-18 02:54:08,2023-04-17 02:54:08,2023-04-06 02:54:08,3218.53,paid
900263,1280,INV-00900263,2023-07-19 01:09:50,2023-08-18 01:09:50,2023-08-03 01:09:50,350.75,paid
900264,906,INV-00900264,2023-02-11 12:58:29,2023-03-13 12:58:29,,1766.19,issued
900265,152,INV-00900265,2023-07-26 07:11:19,2023-08-25 07:11:19,2023-07-28 07:11:19,1850.0,paid
900266,588,INV-00900266,2023-11-22 00:31:43,2023-12-22 00:31:43,,3078.89,issued
900267,1039,INV-00900267,2023-06-18 07:09:12,2023-07-18 07:09:12,2023-07-12 07:09:12,4480.43,paid
900268,922,INV-00900268,2023-03-14 00:16:03,2023-04-13 00:16:03,2023-04-03 00:16:03,2383.39,paid
900269,309,INV-00900269,2023-11-30 07:35:50,2023-12-30 07:35:50,2023-12-11 07:35:50,4912.1,paid
900270,173,INV-00900270,2023-04-17 00:28:31,2023-05-17 00:28:31,2023-04-25 00:28:31,3541.03,paid
900271,900,INV-00900271,2023-04-07 04:58:03,2023-05-07 04:58:03,2023-04-19 04:58:03,1870.53,paid
900272,580,INV-00900272,2023-06-16 09:07:02,2023-07-16 09:07:02,,3948.24,issued
900273,1326,INV-00900273,2023-07-13 21:36:01,2023-08-12 21:36:01,2023-07-31 21:36:01,3395.11,paid
900274,582,INV-00900274,2023-08-24 00:05:43,2023-09-23 00:05:43,,1673.48,issued
900275,1194,INV-00900275,2023-01-26 18:51:03,2023-02-25 18:51:03,,4838.81,overdue
900276,1431,INV-00900276,2023-01-26 09:43:46,2023-02-25 09:43:46,2023-02-18 09:43:46,4690.63,paid
900277,635,INV-00900277,2023-03-20 10:17:08,2023-04-19 10:17:08,2023-03-31 10:17:08,4067.79,paid
900278,1373,INV-00900278,2023-01-06 04:50:05,2023-02-05 04:50:05,2023-01-28 04:50:05,2122.8,paid
900279,742,INV-00900279,2023-12-22 10:47:54,2024-01-21 10:47:54,2023-12-29 10:47:54,1715.24,paid
900280,1570,INV-00900280,2023-04-27 17:00:34,2023-05-27 17:00:34,2023-05-02 17:00:34,783.18,paid
900281,606,INV-00900281,2023-11-10 05:30:57,2023-12-10 05:30:57,,3313.03,issued
900282,1795,INV-00900282,2023-02-18 19:13:44,2023-03-20 19:13:44,2023-02-23 19:13:44,819.61,paid
900283,1703,INV-00900283,2023-01-11 01:15:15,2023-02-10 01:15:15,,3608.7,issued
900284,90,INV-00900284,2023-06-04 10:44:11,2023-07-04 10:44:11,2023-06-12 10:44:11,4848.25,paid
900285,1251,INV-00900285,2023-08-08 07:39:19,2023-09-07 07:39:19,2023-08-16 07:39:19,1554.24,paid
900286,1657,INV-00900286,2023-05-05 16:56:10,2023-06-04 16:56:10,2023-05-24 16:56:10,4922.35,paid
900287,946,INV-00900287,2023-08-09 10:05:48,2023-09-08 10:05:48,2023-08-23 10:05:48,4831.68,paid
900288,1673,INV-00900288,2023-09-20 01:59:06,2023-10-20 01:59:06,2023-09-29 01:59:06,270.38,paid
900289,985,INV-00900289,2023-06-24 03:48:36,2023-07-24 03:48:36,,1432.46,issued
900290,1563,INV-00900290,2023-10-10 14:04:05,2023-11-09 14:04:05,2023-10-27 14:04:05,745.27,paid
900291,896,INV-00900291,2023-11-15 15:54:58,2023-12-15 15:54:58,,4653.05,overdue
900292,850,INV-00900292,2023-12-04 09:33:56,2024-01-03 09:33:56,2023-12-12 09:33:56,1936.97,paid
900293,168,INV-00900293,2023-06-23 15:49:30,2023-07-23 15:49:30,2023-06-27 15:49:30,4197.49,paid
900294,1332,INV-00900294,2023-07-13 18:40:58,2023-08-12 18:40:58,2023-07-23 18:40:58,4587.81,paid
900295,968,INV-00900295,2023-01-09 18:56:49,2023-02-08 18:56:49,,2248.52,overdue
900296,11,INV-00900296,2023-11-21 23:18:30,2023-12-21 23:18:30,2023-11-26 23:18:30,2748.53,paid
900297,1490,INV-00900297,2023-02-23 04:47:04,2023-03-25 04:47:04,2023-03-20 04:47:04,1447.63,paid
900298,617,INV-00900298,2023-10-30 22:15:42,2023-11-29 22:15:42,2023-11-20 22:15:42,3971.56,paid
900299,937,INV-00900299,2023-11-29 19:57:50,2023-12-29 19:57:50,,2987.73,overdue
900300,34,INV-00900300,2023-02-11 05:14:09,2023-03-13 05:14:09,2023-03-06 05:14:09,726.45,paid
900301,880,INV-00900301,2023-12-31 01:36:56,2024-01-30 01:36:56,2024-01-19 01:36:56,2088.67,paid
900302,1361,INV-00900302,2023-01-23 20:52:59,2023-02-22 20:52:59,2023-02-04 20:52:59,347.72,paid
900303,1078,INV-00900303,2023-03-28 05:31:44,2023-04-27 05:31:44,,1958.36,issued
900304,963,INV-00900304,2023-12-09 00:51:22,2024-01-08 00:51:22,2023-12-21 00:51:22,1275.71,paid
900305,34,INV-00900305,2023-07-02 21:32:25,2023-08-01 21:32:25,2023-07-26 21:32:25,3288.95,paid
900306,213,INV-00900306,2023-03-09 11:53:37,2023-04-08 11:53:37,2023-03-21 11:53:37,2734.61,paid
900307,1667,INV-00900307,2023-02-05 17:37:31,2023-03-07 17:37:31,,4904.29,overdue
900308,981,INV-00900308,2023-02-11 17:21:49,2023-03-13 17:21:49,,3583.06,issued
900309,1933,INV-00900309,2023-05-11 22:39:13,2023-06-10 22:39:13,2023-05-13 22:39:13,3957.63,paid
900310,1815,INV-00900310,2023-12-10 12:30:35,2024-01-09 12:30:35,,4945.72,overdue
900311,1113,INV-00900311,2023-05-03 14:46:38,2023-06-02 14:46:38,2023-05-24 14:46:38,963.61,paid
900312,732,INV-00900312,2023-12-07 00:07:32,2024-01-06 00:07:32,2023-12-11 00:07:32,3998.72,paid
900313,895,INV-00900313,2023-06-10 07:59:23,2023-07-10 07:59:23,,1701.79,overdue
900314,383,INV-00900314,2023-04-21 05:53:09,2023-05-21 05:53:09,2023-05-08 05:53:09,1340.94,paid
900315,170,INV-00900315,2023-05-28 21:07:35,2023-06-27 21:07:35,2023-06-03 21:07:35,2731.92,paid
900316,658,INV-00900316,2023-11-09 21:05:06,2023-12-09 21:05:06,2023-11-19 21:05:06,1539.41,paid
900317,1235,INV-00900317,2023-05-27 17:55:58,2023-06-26 17:55:58,2023-06-08 17:55:58,2241.18,paid
900318,1489,INV-00900318,2023-07-04 01:36:51,2023-08-03 01:36:51,,3200.95,overdue
900319,1621,INV-00900319,2023-12-02 21:16:05,2024-01-01 21:16:05,2023-12-15 21:16:05,1822.92,paid
900320,1641,INV-00900320,2023-01-18 18:10:31,2023-02-17 18:10:31,,4244.86,issued
900321,1389,INV-00900321,2023-05-21 22:43:59,2023-06-20 22:43:59,2023-05-29 22:43:59,3894.79,paid
900322,751,INV-00900322,2023-06-29 10:03:39,2023-07-29 10:03:39,,3029.42,issued
900323,1391,INV-00900323,2023-05-15 10:29:37,2023-06-14 10:29:37,2023-06-09 10:29:37,393.66,paid
900324,282,INV-00900324,2023-04-04 10:38:24,2023-05-04 10:38:24,2023-04-25 10:38:24,1400.66,paid
900325,1968,INV-00900325,2023-11-03 23:03:24,2023-12-03 23:03:24,2023-11-19 23:03:24,2593.55,paid
900326,1871,INV-00900326,2023-03-19 19:42:45,2023-04-18 19:42:45,2023-03-28 19:42:45,3523.15,paid
900327,440,INV-00900327,2023-02-21 13:36:09,2023-03-23 13:36:09,2023-03-09 13:36:09,1008.89,paid
900328,278,INV-00900328,2023-11-24 07:32:30,2023-12-24 07:32:30,2023-12-17 07:32:30,2231.1,paid
900329,180,INV-00900329,2023-01-16 12:21:51,2023-02-15 12:21:51,2023-02-08 12:21:51,334.05,paid
900330,1111,INV-00900330,2023-08-05 13:04:45,2023-09-04 13:04:45,,3970.54,issued
900331,1042,INV-00900331,2023-09-08 19:34:53,2023-10-08 19:34:53,,1191.31,issued
900332,1012,INV-00900332,2023-12-18 10:51:37,2024-01-17 10:51:37,2023-12-30 10:51:37,2342.36,paid
900333,1130,INV-00900333,2023-10-26 01:43:11,2023-11-25 01:43:11,,1553.36,issued
900334,1469,INV-00900334,2023-04-30 04:51:37,2023-05-30 04:51:37,2023-05-14 04:51:37,4118.46,paid
900335,152,INV-00900335,2023-10-28 12:27:27,2023-11-27 12:27:27,2023-11-12 12:27:27,2334.51,paid
900336,1060,INV-00900336,2023-07-08 19:19:39,2023-08-07 19:19:39,,3841.23,issued
900337,265,INV-00900337,2023-05-24 05:41:29,2023-06-23 05:41:29,,4158.64,issued
900338,1062,INV-00900338,2023-10-14 12:55:38,2023-11-13 12:55:38,2023-10-25 12:55:38,4674.34,paid
900339,462,INV-00900339,2023-07-07 05:06:28,2023-08-06 05:06:28,,1260.52,issued
900340,1301,INV-00900340,2023-03-24 14:00:28,2023-04-23 14:00:28,2023-04-03 14:00:28,3076.0,paid
900341,192,INV-00900341,2023-04-18 00:39:45,2023-05-18 00:39:45,2023-05-07 00:39:45,779.43,paid
900342,1350,INV-00900342,2023-02-15 01:58:04,2023-03-17 01:58:04,2023-03-06 01:58:04,215.56,paid
900343,1770,INV-00900343,2023-12-17 21:02:34,2024-01-16 21:02:34,2024-01-07 21:02:34,3857.4,paid
900344,543,INV-00900344,2023-02-01 16:19:29,2023-03-03 16:19:29,,3094.36,overdue
900345,63,INV-00900345,2023-04-21 01:09:57,2023-05-21 01:09:57,2023-05-12 01:09:57,4783.68,paid
900346,990,INV-00900346,2023-08-28 09:12:53,2023-09-27 09:12:53,2023-08-31 09:12:53,3446.18,paid
900347,324,INV-00900347,2023-05-20 08:52:04,2023-06-19 08:52:04,2023-05-27 08:52:04,1707.56,paid
900348,295,INV-00900348,2023-07-24 12:22:27,2023-08-23 12:22:27,2023-08-05 12:22:27,4877.12,paid
900349,268,INV-00900349,2023-06-25 05:15:01,2023-07-25 05:15:01,2023-07-06 05:15:01,1216.27,paid
900350,251,INV-00900350,2023-08-17 07:37:51,2023-09-16 07:37:51,2023-08-21 07:37:51,262.52,paid
900351,1937,INV-00900351,2023-06-18 01:35:42,2023-07-18 01:35:42,2023-06-24 01:35:42,4069.25,paid
900352,1913,INV-00900352,2023-03-11 12:36:52,2023-04-10 12:36:52,2023-03-17 12:36:52,2496.35,paid
900353,1055,INV-00900353,2023-05-06 05:50:27,2023-06-05 05:50:27,,125.65,overdue
900354,1936,INV-00900354,2023-06-13 05:35:51,2023-07-13 05:35:51,2023-06-21 05:35:51,1083.57,paid
900355,723,INV-00900355,2023-12-07 22:09:36,2024-01-06 22:09:36,2023-12-27 22:09:36,4412.87,paid
900356,1340,INV-00900356,2023-01-21 06:52:00,2023-02-20 06:52:00,2023-01-22 06:52:00,4237.39,paid
900357,883,INV-00900357,2023-10-24 14:22:16,2023-11-23 14:22:16,2023-11-18 14:22:16,2022.24,paid
900358,93,INV-00900358,2023-06-09 22:08:15,2023-07-09 22:08:15,2023-06-16 22:08:15,1818.99,paid
900359,592,INV-00900359,2023-11-24 09:56:01,2023-12-24 09:56:01,2023-12-19 09:56:01,2753.79,paid
900360,1691,INV-00900360,2023-02-15 01:45:10,2023-03-17 01:45:10,2023-02-19 01:45:10,1975.58,paid
900361,1628,INV-00900361,2023-07-11 03:41:24,2023-08-10 03:41:24,,1003.3,issued
900362,1043,INV-00900362,2023-06-09 05:47:34,2023-07-09 05:47:34,2023-06-11 05:47:34,693.81,paid
900363,683,INV-00900363,2023-05-03 05:05:31,2023-06-02 05:05:31,2023-05-23 05:05:31,4466.73,paid
900364,287,INV-00900364,2023-07-17 01:40:44,2023-08-16 01:40:44,2023-07-30 01:40:44,4953.17,paid
900365,1515,INV-00900365,2023-07-31 02:23:00,2023-08-30 02:23:00,2023-08-17 02:23:00,2666.38,paid
900366,1452,INV-00900366,2023-03-18 13:05:06,2023-04-17 13:05:06,2023-03-19 13:05:06,1848.11,paid
900367,1380,INV-00900367,2023-11-05 08:50:04,2023-12-05 08:50:04,2023-11-29 08:50:04,4361.77,paid
900368,1289,INV-00900368,2023-12-18 02:16:02,2024-01-17 02:16:02,2024-01-08 02:16:02,3916.69,paid
900369,1590,INV-00900369,2023-03-10 02:58:09,2023-04-09 02:58:09,2023-03-12 02:58:09,2921.78,paid
900370,350,INV-00900370,2023-04-07 01:05:53,2023-05-07 01:05:53,2023-05-02 01:05:53,4207.42,paid
900371,303,INV-00900371,2023-01-17 15:10:55,2023-02-16 15:10:55,2023-02-09 15:10:55,558.38,paid
900372,39,INV-00900372,2023-05-20 12:34:44,2023-06-19 12:34:44,2023-06-03 12:34:44,3455.6,paid
900373,841,INV-00900373,2023-04-19 01:44:13,2023-05-19 01:44:13,,3531.82,issued
900374,1063,INV-00900374,2023-09-16 03:34:44,2023-10-16 03:34:44,2023-10-08 03:34:44,2397.07,paid
900375,772,INV-00900375,2023-07-24 17:41:41,2023-08-23 17:41:41,2023-08-11 17:41:41,1718.21,paid
900376,726,INV-00900376,2023-01-19 00:34:41,2023-02-18 00:34:41,,3054.28,overdue
900377,394,INV-00900377,2023-08-27 13:50:31,2023-09-26 13:50:31,2023-09-04 13:50:31,4708.01,paid
900378,610,INV-00900378,2023-08-06 16:27:12,2023-09-05 16:27:12,2023-08-22 16:27:12,1592.03,paid
900379,715,INV-00900379,2023-03-20 14:02:38,2023-04-19 14:02:38,2023-04-08 14:02:38,3386.35,paid
900380,778,INV-00900380,2023-06-12 11:26:03,2023-07-12 11:26:03,,1459.36,issued
900381,590,INV-00900381,2022-12-31 21:07:22,2023-01-30 21:07:22,2023-01-15 21:07:22,3283.3,paid
900382,1531,INV-00900382,2023-04-30 16:12:33,2023-05-30 16:12:33,2023-05-18 16:12:33,1362.95,paid
900383,1152,INV-00900383,2023-01-09 14:06:39,2023-02-08 14:06:39,2023-01-29 14:06:39,3707.05,paid
900384,491,INV-00900384,2023-08-29 22:09:07,2023-09-28 22:09:07,2023-09-15 22:09:07,1136.1,paid
900385,477,INV-00900385,2023-12-05 20:21:07,2024-01-04 20:21:07,2023-12-28 20:21:07,2367.3,paid
900386,1396,INV-00900386,2023-10-22 23:48:41,2023-11-21 23:48:41,,2040.47,issued
900387,1915,INV-00900387,2023-05-02 06:37:00,2023-06-01 06:37:00,2023-05-27 06:37:00,4819.93,paid
900388,658,INV-00900388,2023-08-07 00:29:01,2023-09-06 00:29:01,2023-09-01 00:29:01,456.41,paid
900389,1176,INV-00900389,2023-09-04 04:30:57,2023-10-04 04:30:57,2023-09-06 04:30:57,4567.02,paid
900390,359,INV-00900390,2023-06-01 17:36:00,2023-07-01 17:36:00,,4985.89,issued
900391,814,INV-00900391,2023-04-22 17:13:00,2023-05-22 17:13:00,,4384.95,overdue
900392,19,INV-00900392,2023-08-01 03:19:17,2023-08-31 03:19:17,2023-08-12 03:19:17,1429.96,paid
900393,1314,INV-00900393,2023-03-28 04:54:37,2023-04-27 04:54:37,2023-04-02 04:54:37,4256.79,paid
900394,959,INV-00900394,2023-08-14 16:58:48,2023-09-13 16:58:48,,820.85,overdue
900395,940,INV-00900395,2023-02-03 14:38:00,2023-03-05 14:38:00,2023-02-04 14:38:00,3685.72,paid
900396,1620,INV-00900396,2023-08-02 03:19:40,2023-09-01 03:19:40,2023-08-09 03:19:40,885.72,paid
900397,1754,INV-00900397,2023-02-07 09:14:12,2023-03-09 09:14:12,,442.82,overdue
900398,1371,INV-00900398,2023-11-13 17:16:21,2023-12-13 17:16:21,,1624.77,overdue
900399,509,INV-00900399,2023-12-28 14:30:19,2024-01-27 14:30:19,2024-01-12 14:30:19,3771.25,paid
900400,1954,INV-00900400,2023-07-16 13:00:24,2023-08-15 13:00:24,2023-08-04 13:00:24,67.06,paid
900401,1339,INV-00900401,2023-06-30 15:23:48,2023-07-30 15:23:48,2023-07-04 15:23:48,2332.32,paid
900402,328,INV-00900402,2023-06-07 05:42:14,2023-07-07 05:42:14,,3454.55,overdue
900403,1309,INV-00900403,2023-08-02 10:37:06,2023-09-01 10:37:06,2023-08-10 10:37:06,4787.23,paid
900404,980,INV-00900404,2023-10-14 07:26:06,2023-11-13 07:26:06,2023-11-03 07:26:06,1874.39,paid
900405,1438,INV-00900405,2023-03-25 06:51:28,2023-04-24 06:51:28,,3811.68,issued
900406,1394,INV-00900406,2023-03-01 21:01:10,2023-03-31 21:01:10,2023-03-18 21:01:10,3521.79,paid
900407,160,INV-00900407,2023-03-18 19:54:53,2023-04-17 19:54:53,2023-04-05 19:54:53,4515.41,paid
900408,415,INV-00900408,2023-03-13 04:27:39,2023-04-12 04:27:39,2023-03-24 04:27:39,4273.89,paid
900409,905,INV-00900409,2023-11-02 16:31:18,2023-12-02 16:31:18,2023-11-18 16:31:18,463.8,paid
900410,1046,INV-00900410,2023-05-17 21:58:28,2023-06-16 21:58:28,2023-06-03 21:58:28,2082.97,paid
900411,1155,INV-00900411,2023-12-02 03:39:18,2024-01-01 03:39:18,2023-12-12 03:39:18,3619.17,paid
900412,811,INV-00900412,2023-08-23 23:53:25,2023-09-22 23:53:25,2023-09-11 23:53:25,374.42,paid
900413,868,INV-00900413,2023-07-08 21:40:43,2023-08-07 21:40:43,2023-07-10 21:40:43,4673.57,paid
900414,142,INV-00900414,2023-05-04 22:50:41,2023-06-03 22:50:41,2023-05-10 22:50:41,3847.17,paid
900415,1569,INV-00900415,2023-02-06 00:29:04,2023-03-08 00:29:04,,4964.35,overdue
900416,784,INV-00900416,2023-05-16 10:15:21,2023-06-15 10:15:21,2023-06-07 10:15:21,4821.08,paid
900417,1792,INV-00900417,2023-03-30 19:09:29,2023-04-29 19:09:29,2023-04-11 19:09:29,601.98,paid
900418,1101,INV-00900418,2023-06-13 04:44:44,2023-07-13 04:44:44,2023-06-21 04:44:44,4175.76,paid
900419,1549,INV-00900419,2023-12-20 13:08:13,2024-01-19 13:08:13,2024-01-13 13:08:13,2726.78,paid
900420,1090,INV-00900420,2023-06-20 15:38:18,2023-07-20 15:38:18,2023-07-02 15:38:18,784.06,paid
900421,387,INV-00900421,2023-11-04 22:49:38,2023-12-04 22:49:38,,3078.47,overdue
900422,1918,INV-00900422,2023-12-23 15:14:16,2024-01-22 15:14:16,2023-12-27 15:14:16,2973.78,paid
900423,915,INV-00900423,2023-02-28 22:13:40,2023-03-30 22:13:40,2023-03-02 22:13:40,2017.3,paid
900424,480,INV-00900424,2023-03-30 16:05:23,2023-04-29 16:05:23,,709.28,issued
900425,593,INV-00900425,2023-09-03 03:01:29,2023-10-03 03:01:29,2023-09-23 03:01:29,3864.97,paid
900426,1677,INV-00900426,2023-07-20 15:22:29,2023-08-19 15:22:29,2023-07-25 15:22:29,4928.62,paid
900427,1068,INV-00900427,2023-09-09 08:56:34,2023-10-09 08:56:34,2023-09-11 08:56:34,2788.02,paid
900428,1212,INV-00900428,2023-10-03 01:12:30,2023-11-02 01:12:30,2023-10-21 01:12:30,2483.15,paid
900429,1992,INV-00900429,2023-07-08 00:34:40,2023-08-07 00:34:40,2023-07-25 00:34:40,1600.48,paid
900430,853,INV-00900430,2023-06-05 18:34:02,2023-07-05 18:34:02,2023-06-11 18:34:02,3774.54,paid
900431,970,INV-00900431,2023-08-30 15:47:44,2023-09-29 15:47:44,2023-09-22 15:47:44,730.32,paid
900432,949,INV-00900432,2023-12-02 03:31:27,2024-01-01 03:31:27,2023-12-16 03:31:27,2790.86,paid
900433,275,INV-00900433,2023-06-16 15:09:29,2023-07-16 15:09:29,2023-06-27 15:09:29,3237.06,paid
900434,1889,INV-00900434,2023-05-15 10:29:23,2023-06-14 10:29:23,2023-06-08 10:29:23,4148.74,paid
900435,106,INV-00900435,2023-08-16 10:16:04,2023-09-15 10:16:04,2023-09-05 10:16:04,207.34,paid
900436,150,INV-00900436,2023-09-26 02:36:25,2023-10-26 02:36:25,2023-10-14 02:36:25,1092.91,paid
900437,428,INV-00900437,2023-07-14 12:57:41,2023-08-13 12:57:41,,1066.92,issued
900438,390,INV-00900438,2023-11-01 06:33:47,2023-12-01 06:33:47,,1989.19,issued
900439,491,INV-00900439,2023-03-24 12:17:26,2023-04-23 12:17:26,,2336.59,overdue
900440,1329,INV-00900440,2023-07-01 12:46:15,2023-07-31 12:46:15,2023-07-18 12:46:15,4415.23,paid
900441,955,INV-00900441,2023-11-11 06:54:23,2023-12-11 06:54:23,,4572.51,overdue
900442,760,INV-00900442,2023-07-24 08:55:46,2023-08-23 08:55:46,2023-08-01 08:55:46,3708.85,paid
900443,34,INV-00900443,2023-08-20 03:51:17,2023-09-19 03:51:17,,1483.01,overdue
900444,402,INV-00900444,2023-07-16 15:37:31,2023-08-15 15:37:31,2023-07-24 15:37:31,2501.51,paid
900445,1341,INV-00900445,2023-01-15 11:42:35,2023-02-14 11:42:35,2023-01-31 11:42:35,4832.88,paid
900446,1315,INV-00900446,2023-04-24 07:13:19,2023-05-24 07:13:19,2023-05-06 07:13:19,854.64,paid
900447,1476,INV-00900447,2023-03-27 06:13:16,2023-04-26 06:13:16,2023-04-14 06:13:16,4951.71,paid
900448,1961,INV-00900448,2023-12-01 04:55:26,2023-12-31 04:55:26,2023-12-04 04:55:26,4726.49,paid
900449,1369,INV-00900449,2023-12-07 23:46:04,2024-01-06 23:46:04,2023-12-28 23:46:04,1164.85,paid
900450,1449,INV-00900450,2023-10-15 23:40:02,2023-11-14 23:40:02,2023-10-30 23:40:02,1872.27,paid
900451,1266,INV-00900451,2023-02-08 01:33:12,2023-03-10 01:33:12,,88.5,overdue
900452,1090,INV-00900452,2023-03-24 09:01:26,2023-04-23 09:01:26,2023-04-10 09:01:26,3613.74,paid
900453,1098,INV-00900453,2023-08-07 23:22:34,2023-09-06 23:22:34,2023-08-30 23:22:34,3373.42,paid
900454,1652,INV-00900454,2023-10-01 20:06:14,2023-10-31 20:06:14,,1212.43,issued
900455,1270,INV-00900455,2023-04-06 14:48:36,2023-05-06 14:48:36,,3976.73,overdue
900456,162,INV-00900456,2023-06-23 09:13:02,2023-07-23 09:13:02,2023-07-01 09:13:02,4951.26,paid
900457,463,INV-00900457,2023-07-31 21:03:54,2023-08-30 21:03:54,2023-08-21 21:03:54,3800.33,paid
900458,192,INV-00900458,2023-06-07 10:11:30,2023-07-07 10:11:30,2023-06-23 10:11:30,290.01,paid
900459,20,INV-00900459,2023-01-06 17:45:37,2023-02-05 17:45:37,2023-01-20 17:45:37,3228.09,paid
900460,679,INV-00900460,2023-03-17 20:31:41,2023-04-16 20:31:41,,1156.53,issued
900461,1846,INV-00900461,2023-01-11 03:21:51,2023-02-10 03:21:51,2023-01-13 03:21:51,4621.55,paid
900462,1402,INV-00900462,2023-08-10 04:13:44,2023-09-09 04:13:44,2023-08-12 04:13:44,904.98,paid
900463,1742,INV-00900463,2023-07-23 23:25:48,2023-08-22 23:25:48,,3763.75,issued
900464,1460,INV-00900464,2023-06-11 21:11:56,2023-07-11 21:11:56,2023-06-30 21:11:56,1209.96,paid
900465,1710,INV-00900465,2023-06-15 04:19:08,2023-07-15 04:19:08,2023-07-10 04:19:08,3701.33,paid
900466,1619,INV-00900466,2023-01-13 21:08:41,2023-02-12 21:08:41,2023-01-25 21:08:41,277.95,paid
900467,896,INV-00900467,2023-09-04 21:13:57,2023-10-04 21:13:57,2023-09-29 21:13:57,3073.19,paid
900468,1220,INV-00900468,2023-06-11 12:07:02,2023-07-11 12:07:02,2023-06-20 12:07:02,3919.91,paid
900469,923,INV-00900469,2023-04-24 15:41:38,2023-05-24 15:41:38,2023-05-07 15:41:38,2164.92,paid
900470,1393,INV-00900470,2023-03-07 10:09:44,2023-04-06 10:09:44,2023-03-27 10:09:44,1483.94,paid
900471,505,INV-00900471,2022-12-31 21:19:26,2023-01-30 21:19:26,2023-01-05 21:19:26,1906.2,paid
900472,1606,INV-00900472,2023-02-10 18:22:59,2023-03-12 18:22:59,2023-02-21 18:22:59,1809.89,paid
900473,188,INV-00900473,2023-12-29 12:46:35,2024-01-28 12:46:35,2024-01-23 12:46:35,1356.13,paid
900474,272,INV-00900474,2023-11-17 17:10:39,2023-12-17 17:10:39,2023-12-05 17:10:39,2778.15,paid
900475,836,INV-00900475,2023-11-09 23:02:38,2023-12-09 23:02:38,2023-11-27 23:02:38,474.39,paid
900476,1225,INV-00900476,2023-07-18 09:58:27,2023-08-17 09:58:27,2023-08-01 09:58:27,1945.12,paid
900477,174,INV-00900477,2023-03-20 15:09:44,2023-04-19 15:09:44,2023-03-26 15:09:44,3429.73,paid
900478,348,INV-00900478,2023-10-21 14:12:33,2023-11-20 14:12:33,2023-11-06 14:12:33,738.21,paid
900479,343,INV-00900479,2023-05-23 13:57:10,2023-06-22 13:57:10,2023-06-08 13:57:10,3915.51,paid
900480,740,INV-00900480,2023-08-25 15:01:19,2023-09-24 15:01:19,2023-09-10 15:01:19,2973.09,paid
900481,401,INV-00900481,2023-05-11 20:06:19,2023-06-10 20:06:19,2023-05-12 20:06:19,4744.63,paid
900482,681,INV-00900482,2023-02-17 10:10:08,2023-03-19 10:10:08,,2206.71,overdue
900483,882,INV-00900483,2023-02-01 02:21:32,2023-03-03 02:21:32,2023-02-12 02:21:32,3020.02,paid
900484,1424,INV-00900484,2023-09-20 06:33:36,2023-10-20 06:33:36,2023-10-03 06:33:36,4843.94,paid
900485,597,INV-00900485,2023-01-10 00:57:25,2023-02-09 00:57:25,2023-01-29 00:57:25,3912.05,paid
900486,668,INV-00900486,2023-06-22 13:47:41,2023-07-22 13:47:41,,1831.43,overdue
900487,1909,INV-00900487,2023-03-18 16:43:32,2023-04-17 16:43:32,2023-04-05 16:43:32,907.84,paid
900488,1573,INV-00900488,2023-03-25 23:01:13,2023-04-24 23:01:13,,4715.44,overdue
900489,430,INV-00900489,2023-05-21 13:23:35,2023-06-20 13:23:35,,4096.64,issued
900490,1630,INV-00900490,2023-06-05 05:49:16,2023-07-05 05:49:16,2023-06-15 05:49:16,1217.69,paid
900491,1349,INV-00900491,2023-10-14 08:35:40,2023-11-13 08:35:40,,2250.84,issued
